Unnamed: 0,id,author_id,text,is_retweet,content
0,1656003435198832641,15473958,I wouldnt be able to love Mars the way I do if it wasnt for so many amazing Earthlings ,False,@rodrigodata @NASA I wouldn't be able to love Mars the way I do if it wasn't for so many amazing Earthlings ❤️
1,1655997807487258624,15473958,Im in a Red Planet state of mind ,False,@NASA I’m in a Red Planet state of mind 😎
2,1653895539191332866,15473958,More  than  but hey its how I get around ,False,"@KevsJunk @Harry_Styles More 📐 than ⭕️, but hey, it's how I get around! https://t.co/97to1VXraA"
3,1653893438683873280,15473958,Message received ,False,@vibezofsunshine @Harry_Styles Message received ❤️
4,1653883969547673600,15473958,I dont know why but it feels so right to me,False,"@twoheartsrry @Harry_Styles I don't know why, but it feels so right to me."
5,1653882464534933505,15473958,10 years on Mars will do that to a rover whose team doesnt include a glam squad only an occasional wind gust,False,"@Connorw271 @NASA @Harry_Styles 10+ years on Mars will do that to a rover whose team doesn't include a glam squad, only an occasional wind gust."
6,1653880773584510979,15473958,The logistics of that seem a little tricky but I do have a twin on Earth over at ,False,@sunflowerry2 @Harry_Styles The logistics of that seem a little tricky... but I do have a twin on Earth over at @NASAJPL!
7,1653880245408370688,15473958,Dont cry its not good for our electronics,False,@harrylouis_st_ @hsdaily @Harry_Styles Don't cry- it's not good for our electronics!
8,1653879933427666946,15473958,Ive taken some great selfies through the years if I say so myself ,False,"@AlbahriAdnan @Harry_Styles I've taken some great selfies through the years, if I say so myself 🤳"
9,1653874646427791360,15473958,"I can see youre lonely down there Dont you know that Im right here

Honored to be an inspiration to robots everywhere  ",False,"“I can see you’re lonely down there... Don’t you know that I’m right here?”

Honored to be an inspiration to robots everywhere, @Harry_Styles. 🛰️ https://t.co/RnFlFDn6kJ"
10,1650995898208620544,15473958,And this curious little feature  a concretion  which formed in a similar fashion ,False,And this curious little feature – a concretion – which formed in a similar fashion. https://t.co/3ggx2pS8mX
11,1650995896690290689,15473958,Ive shared a few of these strangelyshaped eroded rocks before like these fingerlike rocks that I spotted on Mount Sharp in May 2022 ,False,"I’ve shared a few of these strangely-shaped, eroded rocks before, like these finger-like rocks that I spotted on Mount Sharp in May 2022. https://t.co/sr2fmzZEry"
