,id,author_id,text,is_retweet
0,1640654639765811200,18481648,"#insights: 
📊 Over the last 3 years, #Apple has tried hard to move 5% their production line out of China. 
📉  Since 2013, #samsung's mobile phone market share in China dropped from 18% to only 3%. https://t.co/3v47vry28L",False
1,1638833067124215808,18481648,"#videomarketing latest trends based on Wyzowl's 2023 survey.
😁96% of businesses who see video as an important part of their marketing strategy in 2023. 
☝️91% of businesses use video as a marketing tool in 2023 - all time high since 2016 

BUT in the mea…https://t.co/t86zlQCb9h",False
2,1638513054391386112,18481648,🏄‍♀️ #genz market is expected to boom in South East Asia for the next 5 years. Do you have your go-to-SEA strategy ready? https://t.co/XgWhw0gGG6,False
3,1636866456309694467,18481648,"#casestudy : Estée Lauder x 100+ Coffee shops
Estée Lauder, the iconic beauty brand, has found a creative way to promote its products and reach new audiences in China. In a recent co-branded campaign, Estée Lauder partnered with over 100 cafes in Shanghai…https://t.co/UGAyO62XX8",False
4,1635406067021512707,18481648,"Hey ChatGPT, what can you do to prevent bank failure?🤔

*Report shows there are nearly 30% of banks using AI in their decision making process. https://t.co/WjNZIKITtI",False
5,1634488952722735105,18481648,"2023 is the Year of AI.

📣A new AI Chatbot product: ERNIE which has been developed by Baidu since 2019. It will be launched next week on 16th March to rival ChatGPT.

🌱ChatGPT was trained on 93% of English language data, while we believe that Baidu ERNI…https://t.co/qMgyLHEuBQ",False
6,1633972634592374790,18481648,#insights Female consumers are keep  leading the e-commerce trends in China.  https://t.co/OjHLuMST1r (2nd biggest e-commerce store in China)'s Consumer Research Report shows that female users' consumption growth rate was 5.51% higher than male users in 2…https://t.co/hv6LBEnD62,False
7,1632785224399564800,18481648,"So far, there are nearly 1,300 #AI enterprises in London, surpassing Paris and Berlin combined! 

💪 London has become the top choice for over 1,300 artificial intelligence (AI) companies. 

🎓 Imperial College London and UCL have the highest number of ma…https://t.co/lxpflccu4C",False
8,1631751700426964992,18481648,The true value of OpenAI is much more than $29 billion valuation. https://t.co/Nb6GOvJogD,False
9,1631746310129762305,18481648,"📊 The number of short-video users reached 1 billion in 2022, up 8.3% year-on-year. That's 70% of the 1.4 billion population in China.

The latest data shows that Douyin (640m active users) and Kuaishou (363m active users) are still dominating the Chinese…https://t.co/AoZPSCqWzY",False
10,1631218766603337731,18481648,"#insights: From 2013 to 2022, the trade in goods between China and countries along the “Belt and Road Initiatives"" has doubled from US$1.04 trillion to US$2.07 trillion, with an average annual growth rate of 8%.  💪

The two-way investment along the BRI r…https://t.co/L04rrNUPx9",False
11,1628711757832126465,18481648,"Since 2022, China has further expanded it's Cross-border Ecommerce Pilot Zones to 33 cities and regions which contains 165 pilot zones. 

China's comprehensive Cross-border Ecommerce Pilot Zones are business areas that set up in China for pilot implementa…https://t.co/xMd01I7jUy",False
12,1628380271253782528,18481648,"Recent McKinsey &amp; Company's research shows that 375 million people will have to make a significant career shift by 2030 because of AI. 
The report states that AI can replace nearly 800 million jobs in the next seven years - leaving 30% of occupants extinc…https://t.co/0zfLeRO1wu",False
13,1627686326525911046,18481648,"""Wandering Earth"" has bacame one of the top grossing movie in China. Analysts suggest that Chinese Sci-fi film market is going to attract huge investments in the coming years.🚀📽️ https://t.co/wiQwQAQYGK",False
14,1627685696939913217,18481648,"""Wandering Earth"" has became one of the top grossing movie in China. Analysts suggest that Chinese Sci-fi film market is going to attract huge investments in the coming years.🚀📽️ https://t.co/vYxinlPalK",False
15,1627670076047478784,18481648,"China's outbound tourism market experienced a strong rebound, with long-distance trips to destinations such as the UK, France, Norway, and UAE increasing. After resuming quarantine-free cross-border travel on January 8, the Chinese have shown enthusiasm f…https://t.co/4eEHkLrE2g",False
16,1622847803595653126,18481648,Another tech giant is joining the AI race to rival #chatgpt. A new product ERNIE to launch in the coming months. Baidu share price jumped by 13% over this news release. https://t.co/0E6WXiDg9H,False
17,1622845125868101633,18481648,One of the most anticipated product launching from Google in recent years. #google  is fighting for its future in the AI battlefield. https://t.co/gZteflur8n,False
